cast,genres,movie_id,original_title,plot
"['Sean Patrick Flanery', 'Norman Reedus', 'Bil...","['Action', 'Thriller', 'Crime']",22821,The Boondock Saints II: All Saints Day,Skillfully framed by an unknown enemy for the ...
"['Nicholas Blandullo', 'Sofia Viruboff', 'Omar...",['Drama'],42819,The City of Your Final Destination,28-year-old Kansas University doctoral student...
"['Julia Louis-Dreyfus', 'Catherine Keener', 'J...","['Comedy', 'Drama', 'Romance']",209263,Enough Said,Eva is a divorced soon-to-be empty-nester wond...
"['Emma Stone', 'Stanley Tucci', 'Amanda Bynes']",['Comedy'],37735,Easy A,After a little white lie about losing her virg...
"['Larenz Tate', 'Joe Morton', 'Suzzanne Douglas']","['Comedy', 'Drama', 'Romance']",59930,The Inkwell,The Inkwell is about a 16-year-old boy coming ...
"['John Malkovich', 'Willem Dafoe', 'Udo Kier']","['Drama', 'Horror']",10873,Shadow of the Vampire,Director F.W. Murnau (John Malkovich) makes a ...
"['Aimee Teegarden', 'Thomas McDonell', 'Nichol...",['Comedy'],51588,Prom,"At “Prom,” every couple has a story and no two..."
"['David Schwimmer', 'Gwyneth Paltrow', 'Michae...","['Comedy', 'Romance']",23570,The Pallbearer,Aspiring architect Tom Thompson is told by mys...
"['Jamie Foxx', 'Nia Long', 'Barry Corbin']",['Comedy'],19489,Held Up,"While they're on vacation in the Southwest, Ra..."
"['Penélope Cruz', 'Murilo Benicio', 'Mark Feue...","['Comedy', 'Drama', 'Romance']",14629,Woman on Top,"Set to the intoxicating rhythms of Brazil, ""Wo..."
"['Vanessa Redgrave', 'Helena Bonham Carter', '...","['Drama', 'Romance']",8293,Howards End,Merchant Ivory’s adaptation of EM Forster’s cl...
"['David Thewlis', 'Jennifer Jason Leigh', 'Tom...","['Animation', 'Comedy', 'Drama']",291270,Anomalisa,A man crippled by the mundanity of his life ex...
"['Jim Broadbent', 'Lesley Manville', 'Ruth She...","['Comedy', 'Drama']",44009,Another Year,Mike Leigh’s much praised 2010 tragicomical dr...
"['Catherine Deneuve', 'Isabelle Huppert', 'Emm...","['Comedy', 'Thriller', 'Music']",1958,8 femmes,Eight women gather to celebrate Christmas in a...
"['Dolph Lundgren', 'Brandon Lee', 'Cary-Hiroyu...","['Action', 'Thriller']",13154,Showdown in Little Tokyo,"An American with a Japanese upbringing, Chris ..."
"['Joaquin Phoenix', 'Vince Vaughn', 'Janeane G...","['Comedy', 'Crime', 'Drama']",26618,Clay Pigeons,Clay is a young man in a small town who witnes...
"['Keir Gilchrist', 'Emma Roberts', 'Zach Galif...","['Comedy', 'Drama']",43923,It's Kind of a Funny Story,A clinically depressed teenager gets a new sta...
"['Sally Hawkins', 'Bob Hoskins', 'Miranda Rich...","['Comedy', 'Drama', 'History']",46138,Made in Dagenham,A dramatization of the 1968 strike at the Ford...
"['Jim Broadbent', 'Colin Firth', 'Juliet Steve...",['Drama'],45791,And When Did You Last See Your Father?,The story of a son's conflicting memories of h...
"['Jared Leto', 'R. Lee Ermey', ""Ed O'Neill""]","['Drama', 'Romance']",26306,Prefontaine,It's the true-life story of legendary track st...
"['Faye Dunaway', 'John Gielgud', 'Denholm Elli...","['Drama', 'Adventure']",110683,The Wicked Lady,Caroline is to be wed to Sir Ralph and invites...
"['Evan McGuire', 'Christen Mooney', 'Brendan G...","['Animation', 'Family', 'Fantasy']",26963,The Secret of Kells,Adventure awaits 12 year old Brendan who must ...
"['Mark Ruffalo', 'Keira Knightley', 'Adam Levi...","['Comedy', 'Music', 'Romance']",198277,Begin Again,Gretta's celebrity boyfriend breaks up with he...
"['Edward Norton', 'Evan Rachel Wood', 'David M...","['Drama', 'Romance']",7870,Down in the Valley,"On a trip to the beach, a teenage girl named T..."
"['Alec Baldwin', 'Paulo Araujo', 'Daniel Tay']","['Drama', 'Action', 'Thriller']",13072,Brooklyn Rules,"Brooklyn, 1985. With the mob world as a backdr..."
"['Hayley Atwell', 'Rufus Sewell', 'Michelle Do...","['TV Movie', 'Romance', 'Drama']",153397,Restless,A young woman finds out that her mother worked...
"['Robert Downey Jr.', 'Robin Wright', 'Mel Gib...","['Comedy', 'Music', 'Mystery']",30141,The Singing Detective,"From his hospital bed, a writer suffering from..."
"['Catherine McCormack', 'Rachel Weisz', 'Anna ...","['Drama', 'Romance', 'War']",17044,The Land Girls,"During World War II, the organisation ""The Wom..."
"['Billy Connolly', 'Carrie-Anne Moss', 'Dylan ...","['Romance', 'Comedy', 'Drama']",10288,Fido,Timmy Robinson's best friend in the whole wide...
"['Luke Wilson', 'Eva Mendes', 'Jacob Vargas']","['Comedy', 'Drama', 'Romance']",12183,The Wendell Baker Story,Luke Wilson plays a good-hearted ex-con who ge...
"['Bill Nighy', 'Emily Blunt', 'Rupert Grint']","['Action', 'Comedy']",44147,Wild Target,"Victor Maynard is a middle-aged, solitary assa..."
"['Milo Ventimiglia', 'Alyssa Milano', 'Michael...","['Crime', 'Horror', 'Thriller']",12192,Pathology,Medical student Ted Grey (Milo Ventimiglia) gr...
"['Tom Hardy', 'Charlotte Riley', 'Andrew Linco...",['Drama'],36597,Wuthering Heights,Foundling Heathcliff is raised by the wealthy ...
"['James Marsden', 'Brian Dennehy', 'Leo Rossi']","['Action', 'Crime', 'Drama']",13197,10th & Wolf,A former street tough returns to his Philadelp...
"['Jamie Bell', 'Bill Pullman', 'Michael Angara...","['Comedy', 'Crime', 'Drama']",10913,Dear Wendy,"In a blue-collar American town, a group of tee..."
"['Jennifer Connelly', 'Mélanie Laurent', 'Cill...",['Drama'],251321,Aloft,"As we follow a mother and her son, we delve in..."
"['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama']","['Science Fiction', 'Animation']",149,アキラ,Childhood friends Tetsuo and Kaneda are pulled...
"['Paul Walker', 'Laurence Fishburne', 'Olivia ...","['Drama', 'Action', 'Thriller']",10425,The Death and Life of Bobby Z,A DEA agent provides former Marine Tim Kearney...
"['Roy Dupuis', 'Michel Barrette', 'Rémy Girard']",['Drama'],49081,Maurice Richard,"In the late 1930s, a young machinist named Mau..."
"['Jean-Claude Van Damme', 'Brad Carter', 'Josh...","['Action', 'Drama', 'Thriller']",256687,Swelter,"Ten years after their casino heist, four escap..."
"['Zhang Ziyi', 'Leehom Wang', 'Ruby Lin']","['Comedy', 'Romance']",220488,非常幸运,My Lucky Star is a 2013 Chinese romance film d...
"['Piper Perabo', 'Lena Headey', 'Matthew Goode']","['Drama', 'Comedy', 'Romance']",1544,Imagine Me & You,"During her wedding ceremony, Rachel notices Lu..."
"['Eddie Murphy', 'Britt Robertson', 'Natascha ...",['Drama'],374461,Mr. Church,A unique friendship develops when a little gir...
"['Charlotte Rampling', 'Ludivine Sagnier', 'Ch...","['Thriller', 'Crime']",302,Swimming Pool,In the middle of this amusing thriller is a re...
"['Scott Adkins', 'Joey Ansah', 'Kacey Clarke']","['Action', 'Drama']",182873,Green Street Hooligans: Underground,An old firm leader returns to Green Street for...
"['Rutger Hauer', 'Joan Chen', 'Delroy Lindo']","['Action', 'Adventure', 'Science Fiction']",21512,The Blood of Heroes,Set in a futuristic world where the only sport...
"['Steven Seagal', 'Craig Sheffer', 'Louis Mand...","['Action', 'Crime', 'Thriller']",389425,Code of Honor,Colonel Robert Sikes is on a mission to rid hi...
"['Morgan Freeman', 'Jessica Tandy', 'Dan Aykro...","['Comedy', 'Drama']",403,Driving Miss Daisy,The story of an old Jewish widow named Daisy W...
"['Vivica A. Fox', 'Nia Long', 'Michael Beach']","['Comedy', 'Drama']",29461,Soul Food,Traditional Sunday dinners at Mama Joe's (Irma...
"['Jackie Chan', 'Anita Mui', 'Françoise Yip']","['Crime', 'Action', 'Comedy']",33542,紅番區,Keong comes from Hong Kong to visit New York f...
"['Viggo Mortensen', 'Reda Kateb', 'Djemel Barek']","['Drama', 'War']",283708,Loin des hommes,A French teacher in a small Algerian village d...
"['Aaron Eckhart', 'Maria Bello', 'Cameron Brig...","['Comedy', 'Drama']",9388,Thank You for Smoking,The chief spokesperson and lobbyist Nick Naylo...
"['Lauren German', 'Bijou Phillips', 'Heather M...",['Horror'],1691,Hostel: Part II,"Following a geographical tour of Slovakia, thr..."
"['Carey Mulligan', 'Olivia Williams', 'Peter S...","['Drama', 'Romance']",24684,An Education,A coming-of-age story about a teenage girl in ...
"['Steve Martin', 'Claire Danes', 'Jason Schwar...","['Comedy', 'Drama', 'Romance']",2610,Shopgirl,Mirabelle is a disenchanted salesgirl and aspi...
"['Rob Lowe', 'Jodie Foster', 'Paul McCrane']","['Comedy', 'Drama']",11308,The Hotel New Hampshire,The film talks about a family that weathers al...
"['Jason Patric', 'Ray Liotta', 'Chi McBride']","['Action', 'Crime', 'Drama']",11022,Narc,"An undercover narc dies, the investigation sta..."
"['Paul Gross', 'Molly Parker', 'Leslie Nielsen']",['Comedy'],34341,Men with Brooms,A witty and clever comedy that follows four lo...
"['Larry the Cable Guy', 'Ivana Miličević', 'Je...","['Action', 'Adventure', 'Comedy']",15365,Witless Protection,The story centers on a small-town sheriff who ...
"['Sam Hennings', 'Brenda Strong', 'Eric Johnson']","['Drama', 'Romance']",36046,The Work and the Glory,When Benjamin Steed and Mary Ann Steed relocat...
"['Jason Bateman', 'Mila Kunis', 'Kristen Wiig']",['Comedy'],12569,Extract,The owner of a factory that produces flavor ex...
"['Bob Dylan', 'Jeff Bridges', 'Penélope Cruz']","['Drama', 'Music']",24356,Masked and Anonymous,"Amidst unrest, organizers put on a benefit con..."
"['Sandrine Kiberlain', 'Nicole Garcia', 'Mathi...","['Drama', 'Thriller', 'Crime']",55903,Betty Fisher et autres histoires,Grieving after the death of her young son Jose...
"['Tim Robbins', 'Samantha Morton', 'Nabil Elou...","['Drama', 'Romance', 'Science Fiction']",2577,Code 46,"A futuristic 'Brief Encounter', a love story i..."
"['Bob Hoskins', 'Jenny Agutter', 'Phil Davis']",['Comedy'],103903,Outside Bet,A group of print workers in 1980s London club ...
"['Glenn Close', 'Mia Wasikowska', 'Aaron Taylo...",['Drama'],73873,Albert Nobbs,Albert Nobbs struggles to survive in late 19th...
"['Razaaq Adoti', 'Sarah Wayne Callies', 'Micke...","['Drama', 'Action', 'Crime']",312113,Black November,"A volatile, oil-rich Nigerian community wages ..."
"['Saif Ali Khan', 'Rani Mukerji', 'Angelina Id...","['Family', 'Comedy', 'Romance']",14165,Ta Ra Rum Pum,"A poor New York resident, who is of Indian ori..."
"['Chiara Mastroianni', 'Danielle Darrieux', 'C...","['Animation', 'Drama']",2011,Persepolis,"In 1970s Iran, Marjane 'Marji' Statrapi watche..."
"['Chris Massoglia', 'Haley Bennett', 'Nathan G...","['Thriller', 'Adventure', 'Fantasy']",45650,The Hole,"After moving into a new neighbourhood, brother..."
"['Jürgen Vogel', 'Frederick Lau', 'Max Riemelt']","['Drama', 'Thriller']",7735,Die Welle,A school teacher discusses types of government...
"['Elle Fanning', 'Karl Glusman', 'Jena Malone']","['Thriller', 'Horror']",301365,The Neon Demon,When aspiring model Jesse moves to Los Angeles...
"['Michael Caine', 'Emily Mortimer', 'Iain Glen']","['Thriller', 'Crime', 'Drama']",25941,Harry Brown,An elderly ex-serviceman and widower looks to ...
"['Casper Van Dien', 'Michael York', 'Catherine...","['Horror', 'Thriller']",29064,The Omega Code,"In this spiritual thriller, an ancient prophec..."
"['Ellen Page', 'Michael Cera', 'Jennifer Garner']","['Comedy', 'Drama', 'Romance']",7326,Juno,A young girl named Juno gets herself pregnant ...
"['Jean-Claude Van Damme', 'John Ralston', 'Dar...",['Action'],326284,Pound of Flesh,In China to donate his kidney to his dying nie...
"['Sean Connery', 'Jill St. John', 'Charles Gray']","['Adventure', 'Action', 'Thriller']",681,Diamonds Are Forever,Diamonds are stolen only to be sold again in t...
"['Marlon Brando', 'Al Pacino', 'James Caan']","['Drama', 'Crime']",238,The Godfather,"Spanning the years 1945 to 1955, a chronicle o..."
"['Jennifer Beals', 'Michael Nouri', 'Lilia Ska...","['Drama', 'Music', 'Romance']",535,Flashdance,The popular 1980’s dance movie that depicts th...
"['Joseph Gordon-Levitt', 'Zooey Deschanel', 'C...","['Comedy', 'Drama', 'Romance']",19913,(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writ..."
"['Holly Hunter', 'Harvey Keitel', 'Sam Neill']","['Drama', 'Romance']",713,The Piano,"After a long voyage from Scotland, pianist Ada..."
"['Channing Tatum', 'Matthew McConaughey', 'Ale...","['Drama', 'Comedy']",77930,Magic Mike,"Mike, an experienced stripper, takes a younger..."
"['Chaney Kley', 'Emma Caulfield', 'Lee Cormie']","['Thriller', 'Horror']",10727,Darkness Falls,A vengeful spirit has taken the form of the To...
"['Roger Moore', 'Yaphet Kotto', 'Jane Seymour']","['Adventure', 'Action', 'Thriller']",253,Live and Let Die,James Bond must investigate a mysterious murde...
"['Frankie Muniz', 'Diane Lane', 'Kevin Bacon']","['Comedy', 'Drama', 'Family']",17908,My Dog Skip,A shy boy is unable to make friends in Yazoo C...
"['Ryan Reynolds', 'Abigail Breslin', 'Elizabet...","['Comedy', 'Romance']",8390,"Definitely, Maybe",When Will decides to tell his daughter the sto...
"['Paula Patton', 'Julie Bowen', 'Meagan Good']",['Comedy'],57119,Jumping the Broom,Two very different families converge on Martha...
"['David Strathairn', 'Jeff Daniels', 'Alex Bor...","['Drama', 'History']",3291,"Good Night, and Good Luck.","The story of journalist, Edward R Murrow's sta..."
"['Philip Seymour Hoffman', 'Allie Mickelson', ...","['Crime', 'Drama']",398,Capote,"A biopic of the writer, Truman Capote and his ..."
"['Antonio Banderas', 'Salma Hayek', 'Joaquim d...","['Thriller', 'Action', 'Crime']",8068,Desperado,A gunslinger is embroiled in a war with a loca...
"['Michael York', 'Richard Jordan', 'Jenny Agut...","['Adventure', 'Action', 'Romance']",10803,Logan's Run,An idyllic sci-fi future has one major drawbac...
"['Roger Moore', 'Christopher Lee', 'Britt Ekla...","['Adventure', 'Action', 'Thriller']",682,The Man with the Golden Gun,A golden bullet has 007 engraved on it as it s...
"['Carl Weathers', 'Craig T. Nelson', 'Vanity']","['Action', 'Adventure', 'Comedy']",10117,Action Jackson,Vengence drives a tough Detroit cop to stay on...
"['Shauna Macdonald', 'Natalie Mendoza', 'Alex ...","['Adventure', 'Horror']",9392,The Descent,"After a tragic accident, six friends reunite f..."
"['Michael Jordan', 'Phil Jackson', 'Bob Costas']",['Documentary'],24977,Michael Jordan to the Max,This documentary showcases basketball player M...
"['Allison Miller', 'Zach Gilford', 'Sam Anders...",['Horror'],79316,Devil's Due,An unexpected pregnancy takes a terrifying tur...
"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni']","['Comedy', 'Romance']",2074,Flirting with Disaster,"Adopted as a child, new father Mel Colpin (Ben..."
"['Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie']","['Drama', 'Horror', 'Crime']",1696,The Devil's Rejects,The sequel to House of 1000 Corpses – the Fire...
"['Shameik Moore', 'Kiersey Clemons', 'Tony Rev...","['Crime', 'Drama', 'Comedy']",308639,Dope,Malcolm is carefully surviving life in a tough...
"['Omar Epps', 'LL Cool J', 'Nia Long']","['Drama', 'Action', 'Thriller']",22314,In Too Deep,A fearless cop is taking on a ruthless crimelo...
"['Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie']",['Horror'],2662,House of 1000 Corpses,Two teenage couples traveling across the backw...
"['John Ericson', 'Ivor Francis', 'Judith Novgr...","['Horror', 'Action', 'Thriller']",77156,Alien Zone,A man who is having an affair with a married w...
"['Michael Stuhlbarg', 'Richard Kind', 'Fred Me...","['Comedy', 'Drama']",12573,A Serious Man,A Serious Man is the story of an ordinary man'...
"['Bill Murray', 'Sissy Spacek', 'Robert Duvall']","['Comedy', 'Drama', 'Mystery']",44718,Get Low,"A movie spun out of equal parts folk tale, fab..."
"['Julian Sands', 'Lori Singer', 'Richard E. Gr...","['Adventure', 'Comedy', 'Fantasy']",11342,Warlock,A warlock flees from the 17th to the 20th cent...
"['Gugu Mbatha-Raw', 'Nate Parker', 'Minnie Dri...","['Romance', 'Drama']",241771,Beyond the Lights,Noni Jean is a hot new rising star. But not al...
"['Colin Firth', 'Julianne Moore', 'Nicholas Ho...","['Drama', 'Romance']",34653,A Single Man,"Adapted from a 1964 novel of the same name, th..."
"['Willem Dafoe', 'Harvey Keitel', 'Barbara Her...",['Drama'],11051,The Last Temptation of Christ,"Jesus, a humble Judean carpenter beginning to ..."
"['Shawn Hatosy', 'Amy Smart', 'Alec Baldwin']","['Romance', 'Comedy', 'Drama']",14578,Outside Providence,"In this coming-of-age comedy, Tim Dunphy is le..."
"['Aishwarya Rai Bachchan', 'Martin Henderson',...","['Drama', 'Comedy', 'Music']",57825,Bride & Prejudice,A Bollywood update of Jane Austen's classic ta...
"['Everlyn Sampi', 'Tianna Sansbury', 'Laura Mo...","['Adventure', 'Drama', 'Action']",9555,Rabbit-Proof Fence,"In 1931, three aboriginal girls escape after b..."
"['Mick Partridge', 'Big Boi', 'Sherri Shepherd']",['Comedy'],15581,Who's Your Caddy?,"When ""street smart"" rapper Christopher ""C-Note..."
"['Rutger Hauer', 'Kim Cattrall', 'Michael J. P...","['Thriller', 'Action', 'Horror']",13006,Split Second,"In a futuristic London, the rising sea levels ..."
"['Christopher Gorham', 'Anne Hathaway', 'Joe F...","['Action', 'Adventure', 'Drama']",16651,The Other Side of Heaven,"John H. Groberg, a middle class kid from Idaho..."
"['Shah Rukh Khan', 'Preity Zinta', 'Rani Muker...","['Drama', 'Romance']",4251,Veer-Zaara,The story of the love between Veer Pratap Sing...
"['Chiwetel Ejiofor', 'Tim Allen', 'Alice Braga']",['Drama'],12400,Redbelt,Is there room for principle in Los Angeles? Mi...
"['John C. Reilly', 'Jonah Hill', 'Marisa Tomei']","['Comedy', 'Drama', 'Romance']",39053,Cyrus,With John's social life at a standstill and hi...
"['Jack Warden', 'Jeremy James Kissner', 'Jesse...","['Drama', 'Family']",104896,A Dog Of Flanders,"Poor but happy, young Nello and his grandfathe..."
